SAP Invoice No,Billing Item,Date,Invoice creation time,Customer Number,Customer Name,Product Code,Material Discription,Quantity,Unit of Measure,No. of Boxes,Billing Type,Plant,Plant State,Cust. Reg,Customer GST No,Billing Type,HSN/SAC Code,Invoice Value,Transporter Name,LR No,Shipping Bill No,Truck No.,Delivery,Plant Name,Customer Location,Customer Pincode,Transporter Name,Transporter ID,Transporter (LR) Document Number,Transporter (LR) Document Date,Distance (KM),Vehical Number,Vehicle Type,EWB Number,EWB Date,Month, Length O.D.in mm , Breadth O.D.in mm , Height O.D.in mm ,Volume,TotalVol
3172485942,10,4/27/2018,8.52.36 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,55710,9A,-10,L,1,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089199,"-24,147.62",,,,,8853616929,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,4,467,195,285,0.025953525,0.025953525
3172485944,10,4/27/2018,8.55.24 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,59351,103A,-8,L,2,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089290,"-37,565.98",,,,,8853618928,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,4,195,195,283,0.010761075,0.02152215
3172485944,20,4/27/2018,8.55.24 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,59352,137A,-4,L,1,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089290,"-19,375.81",,,,,8853618928,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,4,342,182,240,0.01493856,0.01493856
3172485963,10,4/27/2018,9.13.43 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,37662,71A,-20,L,2,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089199,"-11,201.70",,,,,8853604149,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,4,512,217,250,0.027776,0.055552
3172486505,10,4/28/2018,8.14.29 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,17398,63A,-40,L,2,ZY61,4704,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089199,"-23,109.68",,,,,8853637365,Syngenta India Ltd - Akola,A/P.KUNKESHWAR,416612,,,,,0,,,,,4,567,237,370,0.04972023,0.09944046
3172486505,20,4/28/2018,8.14.29 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,17399,135A,-16,L,1,ZY61,4704,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089199,"-8,962.58",,,,,8853637365,Syngenta India Ltd - Akola,A/P.KUNKESHWAR,416612,,,,,0,,,,,4,377,377,255,0.036242895,0.036242895
3172486505,30,4/28/2018,8.14.29 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,17400,75A,-140,L,7,ZY61,4704,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089199,"-76,125.29",,,,,8853637365,Syngenta India Ltd - Akola,A/P.KUNKESHWAR,416612,,,,,0,,,,,4,302,302,410,0.03739364,0.26175548
3172520855,10,8/30/2018,10.38.16 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,1005779,99A,-2,L,1,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089390,-734.34,,,,,8853801111,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,8,467,195,285,0.025953525,0.025953525
3172520855,20,8/30/2018,10.38.16 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,1005779,99A,-8,L,1,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089390,"-2,937.37",,,,,,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,8,467,195,285,0.025953525,0.025953525
3172524534,10,9/14/2018,10.46.31 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,54047,198A,-150,L,15,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089290,"-8,60,757.51",,,,,8853816629,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,9,467,195,285,0.025953525,0.389302875
3172524537,10,9/14/2018,10.51.33 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,55699,161A,-290,L,29,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089340,"-15,80,810.02",,,,,8853882310,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,9,455,185,270,0.02272725,0.65909025
3172545073,10,12-01-2018,7.25.32 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,55699,161A,-220,L,22,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089340,"-11,99,235.18",,,,,8853834973,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,12,455,185,270,0.02272725,0.4999995
3172545072,10,12-01-2018,7.25.07 AM,3728899,KULSWAMINI KRUSHI VIKAS SEVA KENDRA,55699,161A,-250,L,25,ZY61,4752,Maharashtra Central,MH,27AAEPT7081N1ZY,Return credit note,38089340,"-13,62,767.26",,,,,8853882310,SYNGENTA INDIA LTD - Pune,A/P.KUNKESHWAR,416612,,,,,0,,,,,12,455,185,270,0.02272725,0.56818125
3172469494,10,1/18/2018,6.05.19 AM,3733285,SAINATH KRUSHI BHANDAR,56267,146A,-20,L,2,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089199,"-13,717.91",,,,,8853667913,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,1,347,157,380,0.02070202,0.04140404
3172513043,10,08-09-2018,5.29.58 AM,3733285,SAINATH KRUSHI BHANDAR,1005779,99A,-16,L,2,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089390,"-5,874.70",,,,,8853748610,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,8,467,195,285,0.025953525,0.05190705
3172513043,20,08-09-2018,5.29.58 AM,3733285,SAINATH KRUSHI BHANDAR,1005779,99A,-4,L,1,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089390,"-1,468.68",,,,,,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,8,467,195,285,0.025953525,0.025953525
3172526320,10,9/20/2018,10.27.40 AM,3733285,SAINATH KRUSHI BHANDAR,59175,150A,-200,L,20,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089390,"-2,79,079.27",,,,,8853792111,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,9,467,467,195,0.042527355,0.8505471
3172527522,10,9/22/2018,1.39.48 PM,3733285,SAINATH KRUSHI BHANDAR,59175,150A,-200,L,20,ZY61,4704,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089390,"-2,86,159.27",,,,,8853854110,Syngenta India Ltd - Akola,AHMED NAGAR,422620,,,,,0,,,,,9,467,467,195,0.042527355,0.8505471
3172548095,10,12/19/2018,9.04.45 AM,3733285,SAINATH KRUSHI BHANDAR,47894,132A,-8,L,1,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-41,694.28",,,,,8853889329,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,12,340,340,210,0.024276,0.024276
3172548514,10,12/20/2018,11.43.57 AM,3733285,SAINATH KRUSHI BHANDAR,37543,206A,-100,L,10,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-5,13,221.95",,,,,8853827550,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,12,392,317,225,0.0279594,0.279594
3172548512,10,12/20/2018,11.43.21 AM,3733285,SAINATH KRUSHI BHANDAR,47946,205A,-20,L,2,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-99,512.27",,,,,8853929660,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,12,467,195,285,0.025953525,0.05190705
3172548513,10,12/20/2018,11.43.38 AM,3733285,SAINATH KRUSHI BHANDAR,47894,132A,-152,L,19,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-7,92,191.42",,,,,8853889329,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,12,340,340,210,0.024276,0.461244
3172548515,10,12/20/2018,11.44.11 AM,3733285,SAINATH KRUSHI BHANDAR,47894,132A,-8,L,1,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-41,694.28",,,,,8853917945,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,422620,,,,,0,,,,,12,340,340,210,0.024276,0.024276
3172557475,10,2/22/2019,11.24.56 AM,3733285,SAINATH KRUSHI BHANDAR,57822,17A,-60, L ,15,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-2,33,802.54",,,,,8853856373,"Syngenta India Ltd, Pune",AHMED NAGAR,422620,,,,,0,,,,,2,357,292,165,0.01720026,0.2580039
3172557470,10,2/22/2019,11.12.37 AM,3733285,SAINATH KRUSHI BHANDAR,57811,18A,-60, L ,15,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-2,40,815.98",,,,,8853858089,"Syngenta India Ltd, Pune",AHMED NAGAR,422620,,,,,0,,,,,2,287,237,280,0.01904532,0.2856798
3172557473,10,2/22/2019,11.21.01 AM,3733285,SAINATH KRUSHI BHANDAR,57811,18A,-12, L ,3,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-48,163.19",,,,,8853917994,"Syngenta India Ltd, Pune",AHMED NAGAR,422620,,,,,0,,,,,2,287,237,280,0.01904532,0.05713596
3172602528,10,8/13/2019,5.36.33 AM,3733285,SAINATH KRUSHI BHANDAR,59691,96A,-0.2,L,1,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089199,"-1,269.90",,,,,8840257251,"Syngenta India Ltd, Pune",AHMED NAGAR,422620,,,,,0,,,,,8,357,292,165,0.01720026,0.01720026
3172609799,10,8/28/2019,11.39.36 AM,3733285,SAINATH KRUSHI BHANDAR,17396,77A,-0.25,L,1,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089199,-117.92,,,,,8840258035,"Syngenta India Ltd, Pune",AHMED NAGAR,422620,,,,,0,,,,,8,497,332,245,0.04042598,0.04042598
3172609802,10,8/28/2019,11.44.14 AM,3733285,SAINATH KRUSHI BHANDAR,15812,104A,-3.75,L,1,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-13,495.70",,,,,8840258036,"Syngenta India Ltd, Pune",AHMED NAGAR,422620,,,,,0,,,,,8,352,287,190,0.01919456,0.01919456
3172609802,20,8/28/2019,11.44.14 AM,3733285,SAINATH KRUSHI BHANDAR,15812,104A,-1.25,L,1,ZY61,4752,Maharashtra Central,MH,27AAWPW2974P1Z9,Return credit note,38089290,"-4,498.57",,,,,8840258036,"Syngenta India Ltd, Pune",AHMED NAGAR,422620,,,,,0,,,,,8,352,287,190,0.01919456,0.01919456
3172541630,10,11/23/2018,6.38.39 AM,3733444,ROHAN SEEDS AND PESTICIDES,56267,146A,-10,L,1,ZY61,4752,Maharashtra Central,MH,27AADHR5342H1Z3,Return credit note,38089199,"-6,189.70",,,,,8853946609,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,414001,,,,,0,,,,,11,347,157,380,0.02070202,0.02070202
3172541631,10,11/23/2018,6.38.54 AM,3715320,NITIN SALES CORPORATION,40363,48A,-10,L,1,ZY61,4752,Maharashtra Central,MH,27AACFN8343F1Z9,Return credit note,38089340,"-8,551.63",,,,,8853935806,SYNGENTA INDIA LTD - Pune,AHMED NAGAR,414001,,,,,0,,,,,11,467,195,285,0.025953525,0.025953525
3172601953,10,08-10-2019,10.20.42 AM,3726815,CHORDIYA BROTHERS,55722,7A,-4,L,1,ZY79,4752,Maharashtra Central,MH,27AASPC4783E1ZH,Norm Invoice Can,38089199,"10,657.88",,,,,,"Syngenta India Ltd, Pune",AHMED NAGAR,413201,,,,,0,,,,,8,500,260,250,0.0325,0.0325
3172605636,10,8/21/2019,6.50.02 AM,3733444,ROHAN SEEDS AND PESTICIDES,33648,117A,-8,L,1,ZY61,4752,Maharashtra Central,MH,27AADHR5342H1Z3,Return credit note,38089199,"-5,358.56",,,,,8840257576,"Syngenta India Ltd, Pune",AHMED NAGAR,414001,,,,,0,,,,,8,410,330,195,0.0263835,0.0263835
3172605636,20,8/21/2019,6.50.02 AM,3733444,ROHAN SEEDS AND PESTICIDES,33648,117A,-2,L,1,ZY61,4752,Maharashtra Central,MH,27AADHR5342H1Z3,Return credit note,38089199,"-1,339.65",,,,,8840257576,"Syngenta India Ltd, Pune",AHMED NAGAR,414001,,,,,0,,,,,8,410,330,195,0.0263835,0.0263835
3172557291,10,2/21/2019,9.50.36 AM,3722966,SHRI SWAMI SAMARTH AGENCIES,57823,20A,-12, L ,3,ZY61,4752,Maharashtra Central,MH,27AALPJ4356K2ZA,Return credit note,38089290,"-45,209.82",,,,,8853858091,"Syngenta India Ltd, Pune",AHMED NAGAR,414001,,,,,0,,,,,2,342,182,240,0.01493856,0.04481568
3172557429,10,2/22/2019,9.39.50 AM,3722966,SHRI SWAMI SAMARTH AGENCIES,57811,18A,-48, L ,12,ZY61,4752,Maharashtra Central,MH,27AALPJ4356K2ZA,Return credit note,38089290,"-1,92,652.80",,,,,8853858091,"Syngenta India Ltd, Pune",AHMED NAGAR,414001,,,,,0,,,,,2,287,237,280,0.01904532,0.22854384
3172557422,10,2/22/2019,9.30.47 AM,3722966,SHRI SWAMI SAMARTH AGENCIES,57822,17A,-60, L ,15,ZY61,4752,Maharashtra Central,MH,27AALPJ4356K2ZA,Return credit note,38089290,"-2,33,802.54",,,,,8853856381,"Syngenta India Ltd, Pune",AHMED NAGAR,414001,,,,,0,,,,,2,357,292,165,0.01720026,0.2580039
3172609547,20,8/28/2019,9.51.49 AM,3715320,NITIN SALES CORPORATION,15812,104A,-2.25,L,1,ZY61,4752,Maharashtra Central,MH,27AACFN8343F1Z9,Return credit note,38089290,"-8,097.43",,,,,8840258005,"Syngenta India Ltd, Pune",ahmed nagar,414001,,,,,0,,,,,8,352,287,190,0.01919456,0.01919456
3172609547,10,8/28/2019,9.51.49 AM,3715320,NITIN SALES CORPORATION,15812,104A,-2.75,L,1,ZY61,4752,Maharashtra Central,MH,27AACFN8343F1Z9,Return credit note,38089290,"-9,896.87",,,,,8840258005,"Syngenta India Ltd, Pune",ahmed nagar,414001,,,,,0,,,,,8,352,287,190,0.01919456,0.01919456
3172472548,10,02-03-2018,6.34.15 AM,3721786,SUYOG KRISHI KENDRA,60915,178A,-58,KG,29,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089199,"-2,74,745.54",,,,,8853605971,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,432,432,150,0.0279936,0.8118144
3172472532,10,02-03-2018,6.26.15 AM,3721786,SUYOG KRISHI KENDRA,59353,122A,-60,L,15,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-3,00,217.80",,,,,8853629879,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,357,292,165,0.01720026,0.2580039
3172472536,10,02-03-2018,6.27.34 AM,3721786,SUYOG KRISHI KENDRA,55717,8A,-80,L,10,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089199,"-2,11,497.58",,,,,8853626484,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,532,272,295,0.04268768,0.4268768
3172472537,10,02-03-2018,6.28.54 AM,3721786,SUYOG KRISHI KENDRA,60915,178A,-48,KG,24,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089199,"-2,27,375.62",,,,,8853608949,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,432,432,150,0.0279936,0.6718464
3172472513,10,02-03-2018,6.21.15 AM,3721786,SUYOG KRISHI KENDRA,56421,53A,-150,L,15,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-1,58,796.23",,,,,8853602280,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,467,195,285,0.025953525,0.389302875
3172472518,10,02-03-2018,6.23.32 AM,3721786,SUYOG KRISHI KENDRA,17389,231A,-160,KG,16,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-1,85,813.37",,,,,8853582816,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,522,262,390,0.05333796,0.85340736
3172472524,10,02-03-2018,6.25.01 AM,3721786,SUYOG KRISHI KENDRA,60915,178A,-26,KG,13,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089199,"-1,23,161.80",,,,,8853605974,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,432,432,150,0.0279936,0.3639168
3172472543,10,02-03-2018,6.30.07 AM,3721786,SUYOG KRISHI KENDRA,33166,297A,-210,KG,21,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-2,35,169.26",,,,,8853582819,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,534,372,255,0.05065524,1.06376004
3172472546,10,02-03-2018,6.31.32 AM,3721786,SUYOG KRISHI KENDRA,33166,297A,-230,KG,23,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-2,54,402.77",,,,,8853602270,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,534,372,255,0.05065524,1.16507052
3172472547,10,02-03-2018,6.33.01 AM,3721786,SUYOG KRISHI KENDRA,17389,231A,-290,KG,29,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-3,32,650.14",,,,,8853602064,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,522,262,390,0.05333796,1.54680084
3172472549,10,02-03-2018,6.36.08 AM,3721786,SUYOG KRISHI KENDRA,60916,148A,-120,KG,30,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089199,"-5,51,385.86",,,,,8853605904,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,437,352,215,0.03307216,0.9921648
3172472551,10,02-03-2018,6.38.09 AM,3721786,SUYOG KRISHI KENDRA,60916,148A,-44,KG,11,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089199,"-2,02,174.81",,,,,8853605938,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,437,352,215,0.03307216,0.36379376
3172472514,10,02-03-2018,6.22.22 AM,3721786,SUYOG KRISHI KENDRA,56423,44A,-150,L,15,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-1,63,751.27",,,,,8853602278,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,392,317,225,0.0279594,0.419391
3172472967,10,02-07-2018,5.15.16 AM,3721786,SUYOG KRISHI KENDRA,17389,231A,-100,KG,10,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-1,14,706.93",,,,,8853608998,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,2,522,262,390,0.05333796,0.5333796
3172477048,10,03-02-2018,10.34.14 AM,3721786,SUYOG KRISHI KENDRA,56421,53A,-40,L,4,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-42,345.65",,,,,8853620406,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,3,467,195,285,0.025953525,0.1038141
3172477047,10,03-02-2018,10.31.27 AM,3721786,SUYOG KRISHI KENDRA,59691,96A,-48,L,12,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089199,"-2,79,057.43",,,,,8853649942,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,3,357,292,165,0.01720026,0.20640312
3172477047,20,03-02-2018,10.31.27 AM,3721786,SUYOG KRISHI KENDRA,59689,95A,-28,L,7,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089199,"-1,67,474.53",,,,,8853649942,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,3,287,237,280,0.01904532,0.13331724
3172479384,10,3/21/2018,5.07.32 AM,3721786,SUYOG KRISHI KENDRA,55644,68A,-350,L,35,ZY61,4752,Maharashtra Central,MH,27AIAPK8796P1ZA,Return credit note,38089290,"-1,30,754.50",,,,,8853581889,SYNGENTA INDIA LTD - Pune,AJNALE,413308,,,,,0,,,,,3,512,217,230,0.02555392,0.8943872
3172469492,10,1/18/2018,6.04.39 AM,3733586,SUNIL TREADING COMPANY,59175,150A,-20,L,2,ZY61,4752,Maharashtra Central,MH,27AAXPG7912L1Z0,Return credit note,38089390,"-27,766.97",,,,,8853665150,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,1,467,467,195,0.042527355,0.08505471
3172472621,10,02-03-2018,9.08.11 AM,3733586,SUNIL TREADING COMPANY,59209,87A,-400,KG,20,ZY61,4752,Maharashtra Central,MH,27AAXPG7912L1Z0,Return credit note,38089199,"-1,32,150.04",,,,,8853553622,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,2,517,297,180,0.02763882,0.5527764
3172472622,10,02-03-2018,9.09.36 AM,3733586,SUNIL TREADING COMPANY,59206,89A,-300,KG,15,ZY61,4752,Maharashtra Central,MH,27AAXPG7912L1Z0,Return credit note,38089199,"-96,228.07",,,,,8853553550,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,2,457,407,140,0.02603986,0.3905979
3172472623,10,02-03-2018,9.10.47 AM,3733586,SUNIL TREADING COMPANY,47894,132A,-40,L,5,ZY61,4752,Maharashtra Central,MH,27AAXPG7912L1Z0,Return credit note,38089290,"-1,95,017.85",,,,,8853629119,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,2,340,340,210,0.024276,0.12138
3172476341,10,2/27/2018,8.38.50 AM,3733586,SUNIL TREADING COMPANY,47894,132A,-8,L,1,ZY61,4752,Maharashtra Central,MH,27AAXPG7912L1Z0,Return credit note,38089290,"-39,003.57",,,,,8853629134,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,2,340,340,210,0.024276,0.024276
3172476394,10,2/27/2018,10.42.07 AM,3733586,SUNIL TREADING COMPANY,37543,206A,-10,L,1,ZY61,4752,Maharashtra Central,MH,27AAXPG7912L1Z0,Return credit note,38089290,"-47,472.74",,,,,8853626614,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,2,392,317,225,0.0279594,0.0279594
3172476293,10,2/27/2018,7.19.55 AM,3733586,SUNIL TREADING COMPANY,47894,132A,-8,L,1,ZY61,4752,Maharashtra Central,MH,27AAXPG7912L1Z0,Return credit note,38089290,"-39,488.59",,,,,8853583766,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,2,340,340,210,0.024276,0.024276
3172513058,10,08-09-2018,6.12.00 AM,3733586,SUNIL TREADING COMPANY,1005779,99A,-10,L,1,ZY61,4752,Maharashtra Central,MH,27AAXPG7912L1Z0,Return credit note,38089390,"-3,212.73",,,,,8853758228,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,8,467,195,285,0.025953525,0.025953525
3172472575,10,02-03-2018,7.29.24 AM,3715333,MANIKRAJ TRADING COMPANY,22747,133A,-8,KG,2,ZY61,4752,Maharashtra Central,MH,27AACFM4122B1ZX,Return credit note,38089199,"-27,779.04",,,,,8853534715,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,2,552,462,240,0.06120576,0.12241152
3172472576,10,02-03-2018,7.30.59 AM,3715333,MANIKRAJ TRADING COMPANY,22256,47A,-20,KG,2,ZY61,4752,Maharashtra Central,MH,27AACFM4122B1ZX,Return credit note,38089290,"-26,306.77",,,,,8853597737,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,2,507,427,335,0.072523815,0.14504763
3172476800,10,03-01-2018,7.27.10 AM,3715333,MANIKRAJ TRADING COMPANY,55646,167A,-180,L,9,ZY61,4752,Maharashtra Central,MH,27AACFM4122B1ZX,Return credit note,38089290,"-68,549.39",,,,,8853440603,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,3,337,307,430,0.04448737,0.40038633
3172476802,10,03-01-2018,7.27.24 AM,3715333,MANIKRAJ TRADING COMPANY,57822,17A,-16,L,4,ZY61,4752,Maharashtra Central,MH,27AACFM4122B1ZX,Return credit note,38089290,"-60,961.81",,,,,8853605460,SYNGENTA INDIA LTD - Pune,AKLUJ,413101,,,,,0,,,,,3,357,292,165,0.01720026,0.06880104
3172471854,10,1/31/2018,7.38.21 AM,3722567,AJANTA AGRO AGENCIES,60916,148A,-548,KG,137,ZY61,4704,Maharashtra Central,MH,27AACFA1587A1ZW,Return credit note,38089199,"-25,17,995.46",,,,,8853615131,Syngenta India Ltd - Akola,AKOLA,444001,,,,,0,,,,,1,437,352,215,0.03307216,4.53088592
3172471858,10,1/31/2018,7.46.27 AM,3722567,AJANTA AGRO AGENCIES,59181,88A,-200,KG,10,ZY61,4704,Maharashtra Central,MH,27AACFA1587A1ZW,Return credit note,38089199,"-58,244.79",,,,,8853441189,Syngenta India Ltd - Akola,AKOLA,444001,,,,,0,,,,,1,507,357,170,0.03076983,0.3076983
3172471852,10,1/31/2018,7.33.04 AM,3722567,AJANTA AGRO AGENCIES,60914,177A,-20,KG,10,ZY61,4704,Maharashtra Central,MH,27AACFA1587A1ZW,Return credit note,38089199,"-97,582.04",,,,,8853605212,Syngenta India Ltd - Akola,AKOLA,444001,,,,,0,,,,,1,327,312,200,0.0204048,0.204048
3172471853,10,1/31/2018,7.35.01 AM,3722567,AJANTA AGRO AGENCIES,60915,178A,-930,KG,465,ZY61,4704,Maharashtra Central,MH,27AACFA1587A1ZW,Return credit note,38089199,"-44,05,402.56",,,,,8853605192,Syngenta India Ltd - Akola,AKOLA,444001,,,,,0,,,,,1,432,432,150,0.0279936,13.017024
3172471850,10,1/31/2018,7.30.34 AM,3722567,AJANTA AGRO AGENCIES,57822,17A,-140,L,35,ZY61,4704,Maharashtra Central,MH,27AACFA1587A1ZW,Return credit note,38089290,"-5,40,048.98",,,,,8853550025,Syngenta India Ltd - Akola,AKOLA,444001,,,,,0,,,,,1,357,292,165,0.01720026,0.6020091
